Data Escala de Tempo 1 GE Simp 4,Data Dica,dsc_estado,id_subsistema,nom_tipousinasite,nom_usina 2,Período Exibido GE,Selecione Tipo de GE Simp 4
13/01/2020 01:00:00,13/1/2020 1:00,*,*,Térmica,*,5,10318,72800049
13/01/2020 02:00:00,13/1/2020 2:00,*,*,Térmica,*,5,10338,07200087
13/01/2020 03:00:00,13/1/2020 3:00,*,*,Térmica,*,5,10331,43100009
13/01/2020 04:00:00,13/1/2020 4:00,*,*,Térmica,*,5,10321,52699767
13/01/2020 05:00:00,13/1/2020 5:00,*,*,Térmica,*,5,10364,23200103
13/01/2020 06:00:00,13/1/2020 6:00,*,*,Térmica,*,5,10343,50900102
13/01/2020 07:00:00,13/1/2020 7:00,*,*,Térmica,*,5,10335,53600139
13/01/2020 08:00:00,13/1/2020 8:00,*,*,Térmica,*,5,10333,20699979
13/01/2020 09:00:00,13/1/2020 9:00,*,*,Térmica,*,5,10279,48699962
13/01/2020 10:00:00,13/1/2020 10:00,*,*,Térmica,*,5,10259,43499833
13/01/2020 11:00:00,13/1/2020 11:00,*,*,Térmica,*,5,10349,99499982
13/01/2020 12:00:00,13/1/2020 12:00,*,*,Térmica,*,5,10222,9669991
13/01/2020 13:00:00,13/1/2020 13:00,*,*,Térmica,*,5,10189,90799997
13/01/2020 14:00:00,13/1/2020 14:00,*,*,Térmica,*,5,10264,00699913
13/01/2020 15:00:00,13/1/2020 15:00,*,*,Térmica,*,5,10336,54000051
13/01/2020 16:00:00,13/1/2020 16:00,*,*,Térmica,*,5,10404,94100107
13/01/2020 17:00:00,13/1/2020 17:00,*,*,Térmica,*,5,10479,1439996
